0.0,-481.1881920000004,0.0
0.0,-472.58454400000045,0.0
0.0,-463.77200000000045,0.0
0.0,-454.77513600000043,0.0
0.0,-445.6185280000004,0.0
0.0,-436.32675200000045,0.0
0.0,-426.92438400000043,0.0
0.0,-417.43600000000043,0.0
0.0,-407.88617600000043,0.0
0.0,-398.2994880000004,0.0
0.0,-388.70000000000044,0.0
0.0,-379.1000000000004,0.0
0.0,-369.5000000000004,0.0
0.0,-359.90000000000043,0.0
0.0,-350.3000000000004,0.0
0.0,-340.70000000000044,0.0
0.0,-331.1000000000004,0.0
0.0,-321.5000000000004,0.0
0.0,-311.9000000000004,0.0
0.0,-302.30000000000035,0.0
0.0,-292.70000000000033,0.0
0.0,-283.10000000000036,0.0
0.0,-273.50000000000034,0.0
0.0,-263.9000000000003,0.0
0.0,-254.30000000000032,0.0
0.0,-244.70000000000033,0.0
0.0,-235.1000000000003,0.0
0.0,-225.5000000000003,0.0
0.0,-215.9000000000003,0.0
0.0,-206.30000003703734,0.0
0.0,-196.70435737037064,0.0
0.0,-187.13380270370396,0.0
0.0,-177.61291203703732,0.0
0.0,-168.16626137037065,0.0
0.0,-158.81842670370395,0.0
0.0,-149.59398403703727,0.0
0.0,-140.5175093703706,0.0
0.0,-131.61357870370392,0.0
0.0,-122.90676803703725,0.0
0.0,-114.42165337037058,0.0
0.0,-106.1828107037039,0.0
0.0,-98.21481603703721,0.0
0.0,-90.54224537037054,0.0
0.0,-83.18557870370384,0.0
0.0,-76.14891203703716,0.0
0.0,-69.43224537037048,0.0
0.0,-63.0355787037038,0.0
0.0,-56.95891203703712,0.0
0.0,-51.20224537037044,0.0
0.0,-45.76557870370377,0.0
0.0,-40.64891203703709,0.0
0.0,-35.85224537037042,0.0
0.0,-31.37557870370375,0.0
0.0,-27.218912037037075,0.0
0.0,-23.382245370370402,0.0
0.0,-19.86557870370373,0.0
0.0,-16.66891203703706,0.0
0.0,-13.792245370370386,0.0
0.0,-11.235578703703716,0.0
0.0,-8.99891200000001,0.0
0.0,-7.077888000000007,0.0
0.0,-5.451776000000004,0.0
0.0,-4.096000000000002,0.0
0.0,-2.9859840000000015,0.0
0.0,-2.097152,0.0
0.0,-1.4049280000000002,0.0
0.0,-0.8847360000000001,0.0
0.0,-0.512,0.0
0.0,-0.262144,0.0
0.0,-0.11059200000000001,0.0
0.0,-0.032768,0.0
0.0,-0.004096,0.0
